,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance
9973,No,Points,Letter,High,2,No,Medium,2,1,1,No,242.5
9974,No,Points,Postcard,Medium,1,No,Medium,2,1,3,No,1010.0
9975,No,Air Miles,Letter,Medium,1,No,High,1,1,5,No,1201.5
9976,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,Yes,1003.5
9977,No,Air Miles,Postcard,High,2,No,Low,3,1,5,No,1143.25
9978,No,Air Miles,Postcard,Low,1,Yes,Medium,3,1,2,Yes,989.25
9979,No,Points,Letter,Low,1,No,Low,3,2,2,No,1144.0
9980,No,Air Miles,Letter,High,1,No,High,2,1,3,No,969.25
9981,No,Cash Back,Letter,Medium,1,Yes,Medium,1,1,5,Yes,269.5
9982,No,Points,Letter,High,1,No,High,3,1,4,No,869.25
9983,No,Points,Postcard,High,1,No,High,1,1,2,Yes,990.0
9984,No,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,158.75
9985,No,Cash Back,Letter,Medium,1,Yes,Medium,1,1,3,No,906.0
9986,No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,755.0
9987,No,Air Miles,Postcard,Medium,2,No,High,2,1,4,Yes,1134.0
9988,No,Air Miles,Letter,Medium,1,No,Low,3,1,2,No,1247.25
9989,No,Points,Postcard,Medium,1,No,Medium,3,1,4,No,848.0
9990,No,Cash Back,Postcard,High,1,No,Medium,3,1,4,Yes,306.25
9991,No,Cash Back,Postcard,Medium,1,No,High,1,1,2,Yes,1118.5
9992,No,Air Miles,Postcard,Low,1,No,High,2,1,5,Yes,1095.75
9993,No,Cash Back,Letter,Low,1,Yes,Medium,2,1,3,Yes,716.75
9994,No,Points,Postcard,High,1,No,High,1,1,4,No,1008.0
9995,No,Points,Letter,High,1,Yes,Medium,1,1,3,Yes,1037.0
9996,No,Cash Back,Letter,Medium,1,No,Medium,3,1,5,Yes,793.75
9997,No,Points,Postcard,High,1,No,High,1,1,5,Yes,812.25
9998,No,Cash Back,Letter,High,1,No,Low,2,1,3,Yes,1026.75
9999,No,Cash Back,Letter,Medium,1,No,Low,2,2,5,Yes,1057.25
10000,No,Points,Letter,Low,1,No,High,1,2,4,No,236.75
10001,No,Points,Postcard,Medium,1,Yes,Medium,2,2,4,Yes,795.0
10002,No,Cash Back,Letter,High,1,No,High,2,1,5,No,1172.25
10003,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,1,Yes,856.0
10004,No,Air Miles,Postcard,Low,1,Yes,High,2,2,3,No,906.25
10005,No,Air Miles,Postcard,High,1,No,Low,3,1,3,No,1047.5
10006,No,Cash Back,Postcard,Medium,1,Yes,Medium,3,1,2,Yes,1524.5
10007,No,Cash Back,Letter,Medium,1,No,High,2,1,5,Yes,817.0
10008,No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,Yes,1401.0
10009,No,Cash Back,Postcard,High,1,No,Low,3,2,4,Yes,812.25
10010,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,No,1264.75
10011,No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,No,1108.25
10012,No,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,1292.5
10013,No,Points,Letter,High,1,No,Low,2,1,3,No,1003.75
10014,No,Air Miles,Postcard,High,1,No,High,3,1,4,Yes,1306.25
10015,No,Points,Letter,High,1,No,Low,1,2,5,Yes,1031.0
10016,No,Air Miles,Postcard,Low,1,No,High,1,2,3,Yes,1312.25
10017,No,Cash Back,Postcard,Medium,1,No,Low,2,1,1,Yes,1095.25
10018,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,5,Yes,1737.75
10019,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,3,Yes,802.0
10020,No,Points,Letter,Low,1,No,High,1,1,4,No,920.75
10021,No,Points,Postcard,Medium,2,No,Low,1,2,4,Yes,1029.5
10022,No,Points,Postcard,High,1,No,Medium,1,2,5,Yes,927.25
10023,No,Cash Back,Letter,Low,1,No,Medium,2,1,3,Yes,297.25
10024,No,Cash Back,Postcard,Medium,1,No,High,1,1,2,Yes,1199.0
10025,No,Cash Back,Letter,Low,1,No,High,1,1,5,Yes,972.0
10026,No,Air Miles,Letter,Low,1,No,Medium,2,1,5,No,1007.0
10027,No,Cash Back,Letter,Medium,1,No,Low,1,2,2,Yes,1244.75
10028,No,Cash Back,Letter,Medium,2,No,Low,1,1,4,No,251.5
10029,No,Air Miles,Postcard,Low,1,No,Low,2,1,4,No,129.75
10030,No,Cash Back,Letter,Low,1,Yes,High,2,2,2,Yes,644.5
10031,No,Cash Back,Postcard,High,1,No,Medium,3,1,5,Yes,628.25
10032,No,Cash Back,Letter,Low,1,No,High,2,2,5,No,1015.75
10033,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,No,952.0
10034,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,1379.0
10035,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,No,976.0
10036,No,Cash Back,Postcard,Medium,1,Yes,High,2,2,3,Yes,952.75
10037,No,Air Miles,Letter,Medium,1,No,High,2,2,5,Yes,924.0
10038,No,Points,Letter,Medium,2,No,Medium,2,2,3,Yes,962.0
10039,No,Points,Letter,Medium,1,Yes,Low,2,2,4,Yes,613.5
10040,No,Cash Back,Letter,Medium,1,No,Low,2,1,2,Yes,1217.75
10041,No,Points,Postcard,Medium,1,No,Low,2,1,2,Yes,1236.0
10042,No,Cash Back,Postcard,Low,2,No,High,2,1,3,No,979.0
10043,No,Points,Postcard,Low,2,No,Low,2,1,1,Yes,1095.5
10044,No,Air Miles,Letter,Low,1,No,Low,1,1,3,Yes,889.25
10045,No,Cash Back,Letter,Low,1,No,Low,1,2,5,No,1251.5
10046,No,Cash Back,Postcard,Medium,2,No,High,3,2,3,Yes,1131.0
10047,No,Cash Back,Postcard,Medium,1,No,High,2,1,2,No,1318.0
10048,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,No,1073.0
10049,No,Points,Letter,Low,1,No,Medium,1,1,3,No,839.0
10050,No,Points,Postcard,High,1,No,High,2,1,4,Yes,852.0
10051,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,1164.5
10052,No,Air Miles,Postcard,Low,1,No,High,2,1,4,Yes,960.25
10053,No,Points,Postcard,Medium,2,Yes,Medium,3,1,6,No,1350.5
10054,No,Cash Back,Postcard,High,1,No,High,2,2,2,No,915.75
10055,No,Points,Letter,Medium,1,No,Low,1,2,3,No,298.5
10056,No,Points,Postcard,High,1,Yes,Low,1,1,5,Yes,1119.25
10057,No,Air Miles,Letter,Medium,1,No,Low,1,1,2,Yes,804.0
10058,No,Points,Postcard,High,1,No,Medium,2,1,5,Yes,1172.0
10059,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,No,767.25
10060,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1023.5
10061,No,Cash Back,Postcard,Low,1,No,High,2,2,3,Yes,1234.5
10062,No,Points,Postcard,Medium,1,No,High,1,1,3,No,374.75
10063,No,Points,Postcard,Low,1,No,Medium,2,1,5,No,804.75
10064,No,Points,Postcard,Medium,2,Yes,High,1,1,4,Yes,968.75
10065,No,Air Miles,Letter,High,1,No,High,2,1,4,No,1042.0
10066,No,Air Miles,Postcard,Medium,1,No,Low,3,2,5,Yes,932.5
10067,No,Air Miles,Letter,High,1,Yes,Medium,1,1,4,Yes,800.75
10068,No,Cash Back,Letter,Medium,2,No,High,2,1,4,No,907.5
10069,No,Cash Back,Postcard,High,1,No,Medium,2,1,6,Yes,989.25
10070,No,Cash Back,Letter,Low,2,No,High,2,1,4,Yes,823.25
10071,No,Points,Letter,High,1,Yes,Low,2,1,5,No,1190.5
10072,No,Points,Letter,High,1,No,High,1,1,3,Yes,227.0
10073,No,Points,Letter,Low,1,No,Medium,2,2,4,Yes,1262.5
10074,No,Cash Back,Letter,Low,1,No,Low,1,1,3,Yes,992.5
10075,No,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,4,No,987.0
10076,No,Points,Postcard,Medium,1,No,High,3,1,3,No,1017.0
10077,No,Air Miles,Letter,Medium,1,No,High,1,1,4,No,964.75
10078,No,Cash Back,Letter,Low,3,No,Medium,2,1,4,Yes,1624.5
10079,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,1708.75
10080,No,Air Miles,Postcard,Medium,2,No,Low,1,1,2,Yes,1069.5
10081,No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,No,1025.5
10082,No,Air Miles,Letter,High,1,Yes,Low,1,2,5,Yes,962.75
10083,No,Air Miles,Postcard,High,1,No,Medium,1,1,3,No,1181.0
10084,No,Cash Back,Letter,Low,1,No,Low,2,1,2,Yes,1261.75
10085,No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,1114.0
10086,No,Cash Back,Letter,Medium,2,No,Low,1,2,3,No,1320.25
10087,No,Points,Letter,Medium,1,Yes,Low,2,1,4,Yes,1167.0
10088,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,167.5
10089,No,Cash Back,Letter,Medium,1,No,Medium,3,1,2,Yes,1118.75
10090,No,Air Miles,Postcard,High,1,No,Medium,3,1,2,Yes,1118.0
10091,No,Air Miles,Postcard,Medium,1,No,High,2,2,4,No,964.0
10092,No,Air Miles,Letter,Medium,1,Yes,Low,1,1,4,Yes,797.0
10093,No,Points,Postcard,Medium,1,No,Medium,3,1,2,No,618.5
10094,No,Points,Letter,Medium,1,Yes,Medium,2,2,5,No,781.5
10095,No,Cash Back,Letter,Medium,1,No,Low,2,1,5,No,1075.75
10096,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,Yes,726.25
10097,No,Cash Back,Letter,High,1,No,Low,1,1,4,Yes,664.5
10098,No,Points,Postcard,High,2,No,High,1,1,3,Yes,1182.0
10099,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,No,1113.25
10100,No,Air Miles,Letter,Low,2,No,Medium,2,2,3,Yes,1592.75
10101,No,Points,Letter,Low,1,No,High,2,1,1,Yes,1235.0
10102,No,Points,Postcard,Medium,1,No,High,2,1,4,No,1172.0
10103,No,Points,Letter,Low,1,No,Medium,2,1,5,Yes,1058.75
10104,No,Cash Back,Postcard,Low,1,Yes,Medium,3,1,4,Yes,1045.5
10105,No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,897.25
10106,No,Points,Letter,Medium,1,No,Low,2,1,3,Yes,1111.75
10107,No,Points,Letter,Medium,1,No,High,3,1,2,Yes,1135.25
10108,No,Cash Back,Letter,Medium,1,Yes,Low,1,2,5,Yes,1357.25
10109,No,Points,Letter,High,1,No,Medium,2,3,3,Yes,994.75
10110,No,Cash Back,Letter,High,2,No,Medium,2,1,4,No,1090.5
10111,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,1483.5
10112,No,Air Miles,Letter,Medium,1,No,High,3,1,4,No,1275.25
10113,No,Cash Back,Postcard,Low,1,No,High,3,2,3,No,1357.75
10114,No,Cash Back,Postcard,High,3,No,High,2,1,2,Yes,835.0
10115,No,Cash Back,Letter,High,1,No,Medium,2,1,2,No,1208.5
10116,No,Air Miles,Postcard,High,1,Yes,Medium,2,2,5,No,945.75
10117,No,Cash Back,Postcard,Low,1,No,Medium,3,1,3,No,1082.75
10118,No,Points,Letter,High,1,No,Low,2,1,4,Yes,1196.0
10119,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,1109.0
10120,No,Air Miles,Letter,High,2,No,High,1,1,5,Yes,1257.75
10121,No,Air Miles,Letter,Low,1,No,High,1,1,4,Yes,994.25
10122,No,Points,Postcard,Medium,1,No,High,2,3,5,Yes,1270.75
10123,No,Cash Back,Postcard,Low,1,Yes,Medium,1,1,3,Yes,1053.25
10124,No,Points,Letter,High,2,No,Medium,2,1,3,Yes,1286.5
10125,No,Cash Back,Letter,Medium,1,No,Low,3,2,3,No,204.5
10126,No,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,1484.5
10127,No,Points,Letter,Low,1,No,High,3,1,3,Yes,1105.0
10128,No,Points,Postcard,Medium,1,No,Medium,1,1,4,No,110.5
10129,No,Cash Back,Postcard,Low,2,Yes,High,2,1,4,No,1813.25
10130,No,Points,Letter,High,1,No,High,1,1,3,No,168.75
10131,No,Air Miles,Postcard,Low,1,No,Low,2,2,5,No,1032.5
10132,No,Cash Back,Letter,Medium,2,Yes,Medium,3,1,2,No,1190.75
10133,No,Air Miles,Letter,High,1,No,High,2,3,3,Yes,879.0
10134,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,2,Yes,1104.25
10135,No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,Yes,1235.0
10136,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1316.0
10137,No,Cash Back,Postcard,Low,1,Yes,Low,1,1,3,Yes,1174.25
10138,No,Air Miles,Postcard,Medium,2,No,Low,3,1,5,No,889.5
10139,No,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,844.0
10140,No,Cash Back,Postcard,Medium,2,No,Low,1,1,4,Yes,266.0
10141,No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,2,Yes,1096.75
10142,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,1323.0
10143,No,Points,Postcard,High,2,No,Medium,1,1,3,Yes,853.5
10144,No,Cash Back,Letter,Low,1,No,Low,3,1,2,Yes,158.75
10145,No,Points,Postcard,Medium,1,No,High,2,1,3,No,1323.25
10146,No,Points,Postcard,Medium,1,No,High,3,1,4,Yes,718.25
10147,No,Air Miles,Letter,Low,1,No,Medium,1,1,1,No,764.5
10148,No,Air Miles,Letter,High,1,No,High,1,1,3,Yes,1120.5
10149,No,Points,Postcard,Medium,1,No,High,2,1,5,No,949.5
10150,No,Points,Letter,Medium,2,No,Medium,2,1,4,Yes,1396.25
10151,No,Air Miles,Letter,Low,1,Yes,High,1,1,5,Yes,426.75
10152,No,Air Miles,Letter,Medium,1,No,Low,2,1,5,Yes,1088.25
10153,No,Points,Letter,Medium,1,No,High,1,1,2,No,704.75
10154,No,Points,Postcard,High,2,No,Medium,3,1,3,Yes,1321.75
10155,No,Cash Back,Postcard,High,1,Yes,High,2,1,2,Yes,992.0
10156,No,Points,Letter,Low,1,No,High,1,1,4,No,962.75
10157,No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,252.5
10158,No,Points,Letter,Medium,1,Yes,Low,1,1,5,Yes,1131.75
10159,No,Air Miles,Letter,Medium,1,No,Low,3,1,6,Yes,1326.5
10160,No,Points,Postcard,Medium,2,No,Low,1,1,2,Yes,892.5
10161,No,Cash Back,Letter,Medium,1,Yes,High,2,1,5,Yes,1022.0
10162,No,Air Miles,Letter,High,1,No,High,2,2,6,No,962.75
10163,No,Cash Back,Postcard,Medium,1,No,High,3,2,5,No,1339.0
10164,No,Points,Postcard,Medium,2,No,Medium,2,1,2,Yes,1193.75
10165,No,Points,Letter,High,1,Yes,Medium,1,1,4,Yes,911.75
10166,No,Cash Back,Postcard,Medium,1,No,High,2,1,6,No,1349.0
10167,No,Points,Postcard,Medium,2,No,Low,3,1,4,Yes,1071.0
10168,No,Cash Back,Postcard,Low,2,No,Low,1,1,4,Yes,827.5
10169,No,Air Miles,Letter,Low,1,No,Medium,2,1,2,Yes,905.0
10170,No,Points,Postcard,Medium,1,No,Medium,3,2,3,No,947.75
10171,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,261.25
10172,No,Points,Letter,Medium,1,No,Low,2,1,5,Yes,1226.0
10173,No,Points,Letter,High,1,No,Medium,1,1,5,No,1366.75
10174,No,Cash Back,Letter,Medium,1,No,High,3,1,3,No,972.0
10175,No,Cash Back,Postcard,Low,2,No,High,2,1,5,No,1077.0
10176,No,Air Miles,Letter,Low,1,No,High,2,2,4,Yes,615.5
10177,No,Cash Back,Letter,Medium,1,No,Low,2,1,5,Yes,1296.5
10178,No,Cash Back,Letter,Medium,3,No,High,2,2,4,No,307.25
10179,No,Air Miles,Letter,Low,1,No,Medium,2,1,3,No,974.25
10180,No,Points,Postcard,Medium,2,No,High,2,1,2,Yes,1133.5
10181,No,Points,Postcard,Medium,1,No,Low,1,1,4,No,1001.75
10182,No,Cash Back,Letter,High,1,No,Medium,3,1,3,No,1123.75
10183,No,Air Miles,Letter,Medium,2,No,High,2,1,2,Yes,993.75
10184,No,Points,Postcard,Medium,2,No,Low,1,1,4,Yes,1107.5
10185,No,Air Miles,Letter,High,1,Yes,Medium,2,1,3,No,1015.25
10186,No,Air Miles,Postcard,High,2,Yes,Low,2,2,2,Yes,966.75
10187,No,Cash Back,Letter,High,1,No,Low,2,2,3,No,1149.0
10188,No,Points,Letter,Medium,1,No,Low,2,1,3,No,716.5
10189,No,Air Miles,Letter,Medium,1,Yes,High,1,1,5,Yes,298.75
10190,No,Air Miles,Letter,Medium,1,No,Medium,3,2,2,Yes,674.5
10191,No,Cash Back,Letter,High,1,Yes,Medium,1,1,2,Yes,974.0
10192,No,Points,Letter,High,1,No,High,1,1,3,Yes,689.0
10193,No,Points,Letter,Low,2,No,Medium,1,1,4,Yes,190.75
10194,No,Air Miles,Postcard,Medium,2,Yes,Low,3,2,5,Yes,1231.75
10195,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,1051.5
10196,No,Air Miles,Letter,Low,2,No,Medium,1,1,3,Yes,778.0
10197,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,5,Yes,841.75
10198,No,Points,Postcard,High,2,No,Low,1,1,5,No,1064.5
10199,No,Air Miles,Postcard,Low,1,No,High,1,1,4,Yes,174.75
10200,No,Air Miles,Postcard,Medium,1,No,High,3,1,2,Yes,1020.25
10201,No,Air Miles,Postcard,Low,1,Yes,High,1,1,5,No,1073.0
10202,No,Air Miles,Letter,High,1,Yes,High,1,1,4,No,1008.5
10203,No,Air Miles,Postcard,Low,1,No,High,1,1,4,Yes,765.5
10204,No,Points,Letter,High,1,No,High,2,1,3,Yes,1173.0
10205,No,Points,Letter,High,1,No,High,3,1,3,Yes,791.5
10206,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,Yes,880.0
10207,No,Cash Back,Postcard,Low,1,No,High,1,1,3,No,1060.75
10208,No,Air Miles,Postcard,Low,1,No,Low,2,2,4,Yes,211.25
10209,No,Air Miles,Postcard,Medium,1,No,Medium,1,2,4,No,152.75
10210,No,Cash Back,Letter,Low,1,No,Medium,2,1,4,Yes,845.5
10211,No,Air Miles,Letter,Low,1,No,Low,2,1,3,Yes,175.25
10212,No,Points,Letter,Low,1,No,Medium,1,1,4,Yes,829.0
10213,No,Air Miles,Letter,Medium,1,No,Low,3,1,4,Yes,1833.25
10214,No,Points,Postcard,Low,1,No,High,1,1,4,Yes,231.75
10215,No,Points,Letter,Low,1,No,High,2,1,3,Yes,692.0
10216,No,Cash Back,Postcard,Low,2,Yes,High,2,1,3,Yes,711.75
10217,No,Air Miles,Letter,High,1,No,Low,1,1,4,Yes,688.5
10218,No,Cash Back,Postcard,High,1,No,Low,3,1,2,Yes,1042.0
10219,No,Cash Back,Postcard,High,1,No,Medium,1,1,5,No,224.75
10220,No,Air Miles,Postcard,Low,1,No,High,3,1,3,Yes,302.25
10221,No,Points,Letter,Medium,1,No,High,2,1,4,No,866.5
10222,No,Points,Postcard,Medium,2,No,High,1,1,5,Yes,155.75
10223,No,Air Miles,Letter,Medium,2,No,Low,1,1,2,No,1019.75
10224,No,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,905.75
10225,No,Air Miles,Letter,High,1,No,Medium,3,2,3,Yes,743.75
10226,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,No,821.0
10227,No,Points,Letter,Medium,1,No,High,2,1,3,No,1016.75
10228,No,Points,Letter,Medium,1,Yes,High,1,1,4,Yes,1732.75
10229,No,Air Miles,Postcard,Medium,2,No,Low,2,1,3,Yes,158.5
10230,No,Cash Back,Letter,Low,1,No,Low,3,1,4,Yes,254.25
10231,No,Points,Postcard,Low,1,No,High,2,1,3,Yes,746.75
10232,No,Points,Letter,High,1,No,High,1,1,4,Yes,116.0
10233,No,Points,Letter,Low,2,No,Low,3,1,5,No,363.25
10234,No,Cash Back,Letter,High,1,No,Low,1,1,3,No,902.25
10235,No,Points,Letter,Medium,2,No,High,2,1,5,Yes,917.5
10236,No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,Yes,957.5
10237,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,No,710.0
10238,No,Air Miles,Postcard,Medium,1,Yes,Medium,3,2,2,Yes,1292.0
10239,No,Air Miles,Postcard,Medium,1,No,High,1,2,3,No,1103.25
10240,No,Points,Postcard,Medium,2,No,Medium,3,1,4,Yes,190.75
10241,No,Air Miles,Postcard,Medium,3,No,High,2,1,4,Yes,1203.0
10242,No,Points,Letter,High,1,No,Medium,1,1,3,Yes,749.5
10243,No,Air Miles,Letter,High,1,No,Low,2,1,4,Yes,1054.75
10244,No,Air Miles,Letter,High,2,No,High,2,1,1,Yes,1006.0
10245,No,Air Miles,Postcard,High,1,No,High,2,1,2,Yes,1199.5
10246,No,Cash Back,Letter,Medium,1,Yes,Low,1,1,5,No,730.25
10247,No,Cash Back,Letter,Medium,3,No,Medium,2,1,3,Yes,709.5
10248,No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,1023.25
10249,No,Points,Letter,High,1,No,Medium,2,1,4,Yes,1024.25
10250,No,Points,Letter,High,1,No,High,1,1,4,No,231.5
10251,No,Points,Postcard,Medium,1,Yes,High,1,1,2,No,117.75
10252,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,Yes,1088.75
10253,No,Cash Back,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,741.25
10254,No,Points,Postcard,Low,1,Yes,Medium,1,1,2,No,277.0
10255,No,Points,Postcard,Low,1,Yes,Medium,3,1,3,Yes,1041.0
10256,No,Cash Back,Letter,Low,2,No,High,1,1,4,No,222.25
10257,No,Air Miles,Letter,High,1,No,High,3,1,3,Yes,811.5
10258,No,Points,Letter,High,2,No,Low,2,1,2,No,1263.75
10259,No,Cash Back,Letter,Low,1,No,Low,2,1,4,No,1348.0
10260,No,Air Miles,Postcard,Low,1,No,Low,1,2,6,Yes,989.75
10261,No,Points,Postcard,Low,2,No,Low,2,2,3,Yes,1039.0
10262,No,Points,Postcard,Medium,1,No,Low,1,1,4,No,738.0
10263,No,Cash Back,Letter,Low,1,No,Low,2,1,4,No,1307.5
10264,No,Points,Postcard,Medium,1,No,Medium,3,1,3,Yes,1200.5
10265,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,1,Yes,921.0
10266,No,Air Miles,Letter,Medium,1,Yes,High,2,1,4,No,1288.5
10267,No,Air Miles,Letter,High,1,No,High,1,1,2,No,1314.5
10268,No,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,333.0
10269,No,Air Miles,Letter,Low,2,No,Low,2,1,1,No,1046.75
10270,No,Air Miles,Postcard,Low,1,No,Medium,3,2,4,Yes,848.0
10271,No,Cash Back,Letter,High,2,No,Low,2,2,3,Yes,1048.25
10272,No,Cash Back,Postcard,High,2,No,Medium,2,1,4,No,322.25
10273,No,Air Miles,Letter,Medium,1,No,High,1,1,2,No,1000.25
10274,No,Cash Back,Letter,Medium,1,No,Low,2,1,2,Yes,1022.5
10275,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,3,Yes,979.25
10276,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,No,1261.25
10277,No,Points,Postcard,Low,1,Yes,Low,1,1,1,No,940.75
10278,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1145.25
10279,No,Points,Letter,Medium,2,No,High,2,1,4,Yes,617.75
10280,No,Air Miles,Letter,High,1,No,Low,1,1,2,No,349.5
10281,No,Points,Postcard,High,1,No,Low,2,2,3,Yes,106.5
10282,No,Air Miles,Postcard,Low,1,No,High,1,1,3,No,990.5
10283,No,Cash Back,Letter,Medium,1,No,High,3,1,4,No,986.5
10284,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,976.5
10285,No,Points,Letter,Medium,1,No,High,3,1,6,No,893.75
10286,No,Air Miles,Letter,High,2,No,Low,1,1,5,No,914.25
10287,No,Air Miles,Postcard,Medium,2,No,Medium,2,1,4,Yes,1036.0
10288,No,Air Miles,Letter,Medium,1,Yes,High,1,2,4,No,693.75
10289,No,Points,Letter,Medium,1,No,High,2,2,3,No,985.25
10290,No,Cash Back,Postcard,High,2,No,High,2,1,4,No,258.5
10291,No,Cash Back,Postcard,Medium,3,No,High,3,1,3,Yes,726.0
10292,No,Points,Letter,High,1,No,High,1,1,5,Yes,1277.25
10293,No,Points,Postcard,Medium,1,Yes,Medium,2,1,4,No,1102.75
10294,No,Air Miles,Letter,High,2,No,High,1,1,3,Yes,785.5
10295,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,196.0
10296,No,Points,Letter,High,2,No,Low,2,1,4,Yes,268.5
10297,No,Air Miles,Letter,Low,1,No,Low,1,1,2,No,1056.5
10298,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,741.5
10299,No,Air Miles,Letter,High,2,No,Low,2,2,3,No,856.75
10300,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,No,770.75
10301,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,No,929.25
10302,No,Cash Back,Letter,Medium,1,No,Medium,1,1,1,Yes,943.5
10303,No,Cash Back,Postcard,High,1,Yes,High,3,1,2,No,1375.5
10304,No,Cash Back,Letter,High,1,No,Low,3,1,5,No,912.5
10305,No,Points,Postcard,Medium,1,No,Low,2,2,3,No,979.0
10306,No,Points,Letter,Low,1,No,High,2,1,4,No,1350.0
10307,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,Yes,1084.5
10308,No,Air Miles,Postcard,Medium,2,Yes,Low,2,1,3,No,1589.0
10309,No,Cash Back,Letter,High,1,No,High,3,1,4,No,852.75
10310,No,Points,Postcard,Medium,1,No,High,2,1,4,No,1238.0
10311,No,Cash Back,Postcard,High,1,No,High,3,1,6,No,198.0
10312,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,1162.25
10313,No,Air Miles,Letter,High,2,No,Medium,2,1,4,No,1143.0
10314,No,Cash Back,Letter,Medium,1,No,High,3,2,2,No,151.5
10315,No,Points,Letter,High,1,Yes,High,1,1,2,Yes,826.25
10316,No,Cash Back,Postcard,High,1,No,Medium,1,1,3,Yes,1216.5
10317,No,Cash Back,Postcard,Medium,2,No,Medium,1,2,3,Yes,801.75
10318,No,Points,Letter,Low,3,No,Low,3,1,4,Yes,1190.25
10319,No,Cash Back,Letter,Low,1,Yes,Low,2,1,3,No,672.0
10320,No,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,1203.5
10321,No,Cash Back,Letter,Low,1,No,High,3,1,4,No,221.25
10322,No,Air Miles,Postcard,Medium,1,No,Medium,2,2,3,Yes,747.75
10323,No,Cash Back,Postcard,High,1,No,High,2,2,5,No,1111.0
10324,No,Points,Letter,Medium,1,No,High,1,1,4,Yes,676.75
10325,No,Cash Back,Postcard,High,3,No,Medium,1,1,3,Yes,1127.5
10326,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,4,Yes,1083.0
10327,No,Air Miles,Postcard,Medium,1,No,Medium,2,2,5,Yes,1223.25
10328,No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,237.0
10329,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1482.0
10330,No,Points,Letter,Medium,2,No,High,2,1,4,No,1307.75
10331,No,Points,Postcard,Medium,1,No,Low,2,1,1,Yes,1483.25
10332,No,Cash Back,Letter,High,2,No,Medium,1,1,3,Yes,854.0
